"region.name.achinese","region.name.afrikaans","region.name.albanian","region.name.arabic","region.name.aragonese","region.name.armenian","region.name.avaric","region.name.azerbaijani","region.name.bashkir","region.name.basque","region.name.belarusian","region.name.bosnian","region.name.bulgarian","region.name.catalan","region.name.chechen","region.name.chinese","region.name.chuvash","region.name.croatian","region.name.czech","region.name.danish","region.name.dutch","region.name.eastern.mari","region.name.erzya","region.name.esperanto","region.name.estonian","region.name.finnish","region.name.french","region.name.gagauz","region.name.galician","region.name.georgian","region.name.german","region.name.gothic","region.name.greek","region.name.hakka","region.name.hebrew","region.name.hindi","region.name.hungarian","region.name.icelandic","region.name.indonesian","region.name.irish","region.name.italian","region.name.japanese","region.name.kabardian","region.name.kalmyk","region.name.karachay-balkar","region.name.kazakh","region.name.komi","region.name.korean","region.name.latin","region.name.latvian","region.name.lithuanian","region.name.low.german","region.name.luxembourgish","region.name.macedonian","region.name.malay","region.name.marathi","region.name.mongolian","region.name.northern.sami","region.name.norwegian.bokmål","region.name.norwegian.nynorsk","region.name.ossetic","region.name.pampanga","region.name.persian","region.name.polish","region.name.portuguese","region.name.romanian","region.name.russian","region.name.sakha","region.name.scots","region.name.serbian","region.name.serbo-croatian","region.name.slovak","region.name.slovenian","region.name.spanish","region.name.sundanese","region.name.swedish","region.name.tagalog","region.name.tamil","region.name.tatar","region.name.thai","region.name.turkish","region.name.udmurt","region.name.ukrainian","region.name.urdu","region.name.uyghur","region.name.uzbek","region.name.veps","region.name.vietnamese","region.name.waray","region.name.welsh","region.name.western.punjabi","region.name.беларуская.тарашкевіца‎","region.name.буряад","region.name.молдовеняскэ","region.name.english"
"Oblast Kaluga","Kaloega-oblast",NA,"كالوغا أوبلاست",NA,"Կալուգայի մարզ",NA,"Kaluqa vilayəti",NA,"Kalugako oblasta","Калужская вобласць","Kaluška oblast","Калужка област","Província de Kaluga","Калуган область","卡卢加州","Калуга облаçĕ","Kaluška oblast","Kalužská oblast","Kaluga oblast","Oblast Kaloega","Калуго вел","Калугань ёнкс","Kaluga provinco","Kaluga oblast","Kalugan alue","Oblast de Kalouga",NA,NA,"კალუგის ოლქი","Oblast Kaluga",NA,"Περιφέρεια Καλούγκα","Kaluga-chû","מחוז קלוגה",NA,"Kalugai terület",NA,"Oblast Kaluga","Cúige Kaluga","Oblast di Kaluga","カルーガ州","Калуга област","Калуга төгәлң",NA,NA,"Калуга обласьт","칼루가 주",NA,"Kalugas apgabals","Kalugos sritis",NA,NA,"Калушка област","Wilayah Kaluga","कालुगा ओब्लास्त",NA,"Kaluga oblast","Kaluga oblast","Kaluga oblast","Калугæйы облæст","Kaluga Oblast","استان کالوگا","Obwód kałuski","Oblast de Kaluga","Regiunea Kaluga","Калужская область","Калуга уобалаһа","Kaluga Oblast","Калушка област","Kaluška oblast","Kalužská oblasť","Kaluška oblast","Óblast de Kaluga",NA,"Kaluga oblast","Kaluga Oblast","களுகா ஒப்லாஸ்து","Калуга өлкәсе",NA,"Kaluga Oblastı",NA,"Калузька область","کالوگا اوبلاست",NA,"Kaluga viloyati",NA,"Kaluga (tỉnh)","Kaluga Oblast","Oblast Kaluga","کالوگا","Калуская вобласьць",NA,NA,"Kaluga_Oblast"
"Oblast Kemerovo","Kemerowo-oblast",NA,"أوبلاست كيمروفسكايا",NA,"Կեմերովոյի մարզ",NA,"Kemerovo vilayəti","Кемерово өлкәһе","Kemerovo oblasta","Кемераўская вобласць","Kemerovska oblast","Кемеровска област","Província de Kémerovo","Кемерован область","科麦罗沃州","Кемĕр облаçĕ","Kemerovska oblast","Kemerovská oblast","Kemerovo oblast","Oblast Kemerovo","Кемерово вел","Кемеровонь ёнкс","Kemerova provinco","Kemerovo oblast","Kemerovon alue","Oblast de Kemerovo",NA,NA,"კემეროვოს ოლქი","Oblast Kemerowo",NA,"Περιφέρεια Κεμέροβο","Kemerovo-chû","מחוז קמרובו","केमेरोवो ओब्लास्त","Kemerovói terület",NA,"Oblast Kemerovo","Cúige Kemerovo","Oblast di Kemerovo","ケメロヴォ州",NA,"Кемерова төгәлң",NA,NA,"Кемерово обласьт","케메로보 주",NA,"Kemerovas apgabals","Kemerovo sritis",NA,NA,"Кемеровска област","Wilayah Kemerovo","केमेरोवो ओब्लास्त","Кемерово муж","Kemerovo oblast","Kemerovo oblast","Kemerovo oblast","Кемеровойы облæст","Kemerovo Oblast","استان کمروو","Obwód kemerowski","Oblast de Kemerovo","Regiunea Kemerovo","Кемеровская область","Кемерово уобалаһа","Kemerovo Oblast","Кемеровска област","Kemerovska oblast","Kemerovská oblasť","Kemerovska oblast","Óblast de Kémerovo",NA,"Kemerovo oblast","Kemerovo Oblast","கெமரோவோ ஒப்லாஸ்து","Кемерово өлкәсе",NA,"Kemerovo Oblastı","Кемерово улос","Кемеровська область","کیمیروو اوبلاست",NA,"Kemerovo viloyati","Kemerovon agj","Kemerovo (tỉnh)","Kemerovo Oblast","Oblast Kemerovo","کمیروو","Кемераўская вобласьць",NA,NA,"Kemerovo_Oblast"
"Oblast Kirov","Kirof-oblast",NA,"أوبلاست كيروف",NA,"Կիրովի մարզ",NA,"Kirov vilayəti",NA,"Kirov oblasta","Кіраўская вобласць","Kirovska oblast","Кировска област","Província de Kírov","Кирован область","基洛夫州","Киров облаçě","Kirovska oblast","Kirovská oblast","Kirov oblast","Oblast Kirov","Киров вел","Кировонь ёнкс","Kirova provinco","Kirovi oblast","Kirovin alue","Oblast de Kirov",NA,NA,"კიროვის ოლქი","Oblast Kirow",NA,"Περιφέρεια Κίροφ","Kirov-chû","מחוז קירוב",NA,"Kirovi terület",NA,"Oblast Kirov","Cúige Kirov","Oblast di Kirov","キーロフ州",NA,"Кирова төгәлң",NA,NA,"Киров обласьт","키로프 주",NA,"Kirovas apgabals","Kirovo sritis",NA,NA,"Кировска област","Wilayah Kirov","किरोव ओब्लास्त","Киров муж","Kirov oblast","Kirov oblast","Kirov oblast","Кировы облæст","Kirov Oblast","استان کیروف","Obwód kirowski","Oblast de Kirov","Regiunea Kirov","Кировская область",NA,"Kirov Oblast","Кировска област","Kirovska oblast","Kirovská oblasť","Kirovska oblast","Óblast de Kírov",NA,"Kirov oblast","Kirov Oblast","கீரோவ் ஒப்லாஸ்து","Киров өлкәсе",NA,"Kirov Oblastı","Киров улос","Кіровська область","کیروف اوبلاست",NA,"Kirov viloyati",NA,"Kirov (tỉnh)","Kirov Oblast","Oblast Kirov","صوبہ کیروو","Кіраўская вобласьць",NA,NA,"Kirov_Oblast"
"Oblast Kostroma","Kostroma-oblast",NA,"كوستروما أوبلاست",NA,"Կոստրոմայի մարզ",NA,"Kostroma vilayəti","Кострома өлкәһе","Kostroma oblasta","Кастрамская вобласць","Kostromska oblast","Костромска област","Província de Kostromà","Костроман область","科斯特罗马州",NA,"Kostromska oblast","Kostromská oblast","Kostroma oblast","Oblast Kostroma","Кострома вел","Костромань ёнкс","Kostroma provinco","Kostroma oblast","Kostroman alue","Oblast de Kostroma",NA,NA,"კოსტრომის ოლქი","Oblast Kostroma",NA,"Περιφέρεια Κοστρομά","Kostroma-chû","מחוז קוסטרומה",NA,"Kosztromai terület",NA,"Oblast Kostroma","Cúige Kostroma","Oblast di Kostroma","コストロマ州","Кострома област","Косторма төгәлң",NA,NA,"Кострома обласьт","코스트로마 주",NA,"Kostromas apgabals","Kostromos sritis",NA,NA,"Костромска област","Wilayah Kostroma","कोस्त्रोमा ओब्लास्त",NA,"Kostroma oblast","Kostroma oblast","Kostroma oblast","Костромайы облæст","Kostroma Oblast","استان کوستروما","Obwód kostromski","Oblast de Kostroma","Regiunea Kostroma","Костромская область","Кострома уобалаһа","Kostroma Oblast","Костромска област","Kostromska oblast","Kostromská oblasť","Kostromska oblast","Óblast de Kostromá",NA,"Kostroma oblast","Kostroma Oblast","கொஸ்ட்ரோமா ஒப்லாஸ்து","Кострома өлкәсе",NA,"Kostroma Oblastı",NA,"Костромська область","کوستروما اوبلاست",NA,"Kostroma viloyati",NA,"Kostroma (tỉnh)","Kostroma Oblast","Oblast Kostroma","کوستروما","Кастрамская вобласьць",NA,NA,"Kostroma_Oblast"
"Oblast Kurgan","Koergan-oblast",NA,"أوبلاست كورغان",NA,"Կուրգանի մարզ",NA,"Kurqan vilayəti","Ҡурған өлкәһе","Kurgan oblasta","Курганская вобласць","Kurganska oblast","Курганска област","Província de Kurgan","Курганан область","库尔干州",NA,"Kurganska oblast","Kurganská oblast","Kurgan oblast","Oblast Koergan","Курган вел","Курганонь ёнкс","Kurgana provinco","Kurgani oblast","Kurganin alue","Oblast de Kourgan",NA,NA,"კურგანის ოლქი","Oblast Kurgan",NA,"Περιφέρεια Κουργκάν","Kurgan-chû","מחוז קורגן",NA,"Kurgani terület",NA,"Oblast Kurgan","Cúige Kurgan","Oblast di Kurgan","クルガン州",NA,"Хүрһна төгәлң",NA,"Қорған облысы","Курган обласьт","쿠르간 주",NA,"Kurgānas apgabals","Kurgano sritis",NA,NA,"Курганска област","Wilayah Kurgan","कुर्गान ओब्लास्त","Курган муж","Kurgan oblast","Kurgan oblast","Kurgan oblast","Курганы облæст","Kurgan Oblast","استان کورگان","Obwód kurgański","Oblast de Kurgan","Regiunea Kurgan","Курганская область","Курган уобалаһа","Kurgan Oblast","Курганска област","Kurganska oblast","Kurganská oblasť","Kurganska oblast","Óblast de Kurgán",NA,"Kurgan oblast","Kurgan Oblast",NA,"Курган өлкәсе",NA,"Kurgan Oblastı","Курган улос","Курганська область","کورگان اوبلاست",NA,"Koʻrgan viloyati","Kurganan agj","Kurgan (tỉnh)","Kurgan Oblast","Oblast Kurgan","صوبہ کرگان","Курганская вобласьць",NA,NA,"Kurgan_Oblast"
"Oblast Kursk","Koersk-oblast",NA,"كورسك أوبلاست",NA,"Կուրսկի մարզ",NA,"Kursk vilayəti","Курск өлкәһе","Kursk oblasta","Курская вобласць","Kurska oblast","Курска област","Província de Kursk","Курскан область","库尔斯克州","Курск облаçĕ","Kurska oblast","Kurská oblast","Kursk oblast","Oblast Koersk","Курск вел","Курскоень ёнкс","Kurska provinco","Kurski oblast","Kurskin alue","Oblast de Koursk",NA,NA,"კურსკის ოლქი","Oblast Kursk",NA,"Περιφέρεια Κουρσκ","Kursk-chû","מחוז קורסק",NA,"Kurszki terület",NA,"Oblast Kursk","Cúige Kursk","Oblast di Kursk","クルスク州","Курск област","Курска төгәлң",NA,NA,"Курск обласьт","쿠르스크 주",NA,"Kurskas apgabals","Kursko sritis",NA,NA,"Курска област","Wilayah Kursk","कुर्स्क ओब्लास्त",NA,"Kursk oblast","Kursk oblast","Kursk oblast","Курсчы облæст","Kursk Oblast","استان کورسک","Obwód kurski","Oblast de Kursk","Regiunea Kursk","Курская область","Курскай уобалас","Kursk Oblast","Курска област","Kurska oblast","Kurská oblasť","Kurska oblast","Óblast de Kursk",NA,"Kursk oblast","Kursk Oblast","கூர்ஸ்க் ஒப்லாஸ்து","Курск өлкәсе",NA,"Kursk Oblastı",NA,"Курська область","کورسک اوبلاست",NA,"Kursk viloyati",NA,"Kursk (tỉnh)","Kursk Oblast","Oblast Kursk","کورسک اوبلاست","Курская вобласьць",NA,NA,"Kursk_Oblast"
"Oblast Leningrad","Leningrad-oblast",NA,"لينينغراد أوبلاست",NA,"Լենինգրադի մարզ",NA,"Leninqrad vilayəti","Ленинград өлкәһе","Leningrad oblasta","Ленінградская вобласць","Lenjingradska oblast","Ленинградска област","Província de Leningrad","Ленинградан область","列宁格勒州","Ленинград облаçĕ","Lenjingradska oblast","Leningradská oblast","Leningrad oblast","Oblast Leningrad","Ленинград вел","Ленинградонь ёнкс","Leningrada provinco","Leningradi oblast","Leningradin alue","Oblast de Léningrad",NA,NA,"ლენინგრადის ოლქი","Oblast Leningrad",NA,"Περιφέρεια Λένινγκραντ","Leningrad-chû","מחוז לנינגרד",NA,NA,"Leníngradfylki","Oblast Leningrad","Cúige Leningrad","Oblast di Leningrado","レニングラード州","Ленинград област","Ленинә төгәлң",NA,NA,"Ленинград обласьт","레닌그라드 주","Regio Leninopolitana","Ļeņingradas apgabals","Leningrado sritis",NA,NA,"Ленинградска област","Wilayah Leningrad","लेनिनग्राद ओब्लास्त","Ленинград муж","Leningrad oblast","Leningrad oblast","Leningrad oblast","Ленинграды облæст","Leningrad Oblast","استان لنینگراد","Obwód leningradzki","Oblast de Leningrado","Regiunea Leningrad","Ленинградская область","Ленинград уобалаһа","Leningrad Oblast","Лењинградска област","Lenjingradska oblast","Leningradská oblasť","Leningrajska oblast","Óblast de Leningrado",NA,"Leningrad oblast","Leningrad Oblast","லெனின்கிராடு ஓப்லசுது","Ленинград өлкәсе",NA,"Leningrad Oblastı",NA,"Ленінградська область","لیننگراڈ اوبلاست",NA,"Leningrad viloyati","Leningradan agj","Leningrad (tỉnh)","Leningrad Oblast","Oblast Leningrad","لیننگراڈ","Ленінградзкая вобласьць",NA,NA,"Leningrad_Oblast"
"Oblast Lipetsk","Lipetsk-oblast",NA,"ليبيتسك أوبلاست",NA,"Լիպեցկի մարզ",NA,"Lipetsk vilayəti","Липецк өлкәһе","Lipetsk oblasta","Ліпецкая вобласць","Lipecka oblast","Липецка област","Província de Lípetsk","Липецкан область","利佩茨克州","Липецк облаçĕ","Lipecka oblast","Lipecká oblast","Lipetsk oblast","Oblast Lipetsk","Липецк вел","Липецэнь ёнкс","Lipecka provinco","Lipetski oblast","Lipetskin alue","Oblast de Lipetsk",NA,"Provincia de Lipetsk","ლიპეცკის ოლქი","Oblast Lipezk",NA,"Περιφέρεια Λίπετσκ","Lipetsk-chû","מחוז ליפצק",NA,"Lipecki terület",NA,"Oblast Lipetsk","Cúige Lipetsk","Oblast di Lipeck","リペツク州","Липецк област","Липецка төгәлң",NA,"Липецк облысы","Липецк обласьт","리페츠크 주",NA,"Ļipeckas apgabals","Lipecko sritis",NA,NA,"Липецка област","Wilayah Lipetsk","लिपेत्स्क ओब्लास्त",NA,"Lipetsk oblast","Lipetsk oblast","Lipetsk oblast","Липецчы облæст","Lipetsk Oblast","استان لیپتسک","Obwód lipiecki","Oblast de Lipetsk","Regiunea Lipețk","Липецкая область","Липецкай уобалас","Lipetsk Oblast","Липецка област","Lipecka oblast","Lipecká oblasť","Lipecka oblast","Óblast de Lípetsk",NA,"Lipetsk oblast","Lipetsk Oblast",NA,"Липецк өлкәсе",NA,"Lipetsk Oblastı",NA,"Липецька область","لیپٹسک اوبلاست",NA,"Lipetsk viloyati",NA,"Lipetsk (tỉnh)","Lipetsk Oblast","Oblast Lipetsk","صوبہ لپٹسک","Ліпецкая вобласьць",NA,NA,"Lipetsk_Oblast"
"Oblast Magadan","Magadan-oblast",NA,"ماغادان أوبلاست",NA,"Մագադանի մարզ",NA,"Maqadan vilayəti",NA,"Magadan oblasta","Магаданская вобласць","Magadanska oblast","Магаданска област","Província de Magadan","Магаданан область","马加丹州","Магадан облаçĕ","Magadanska oblast","Magadanská oblast","Magadan oblast","Oblast Magadan","Магадан вел",NA,"Magadana provinco","Magadani oblast","Magadanin alue","Oblast de Magadan",NA,NA,"მაგადანის ოლქი","Oblast Magadan",NA,"Περιφέρεια Μαγκαντάν","Magadan-chû","מחוז מגדן","मागादान ओब्लास्त","Magadani terület",NA,"Oblast Magadan","Cúige Mhagadan","Oblast di Magadan","マガダン州",NA,"Магадана төгәлң",NA,NA,"Магадан обласьт","마가단 주","Regio Magadanensis","Magadanas apgabals","Magadano sritis",NA,NA,"Магаданска област","Wilayah Magadan","मागादान ओब्लास्त","Магадан муж","Magadan oblast","Magadan oblast","Magadan oblast","Магаданы облæст","Magadan Oblast","استان ماگادان","Obwód magadański","Oblast de Magadan","Regiunea Magadan","Магаданская область","Магаданскай уобалас","Magadan Oblast","Магаданска област","Magadanska oblast","Magadanská oblasť","Magadanska oblast","Óblast de Magadán",NA,"Magadan oblast","Magadan Oblast",NA,"Магадан өлкәсе",NA,"Magadan Oblastı",NA,"Магаданська область","ماگادان اوبلاست",NA,"Magadan viloyati",NA,"Magadan (tỉnh)","Magadan Oblast","Oblast Magadan","ماگادن","Магаданская вобласьць",NA,NA,"Magadan_Oblast"
"Oblast Moskow","Moskou-oblast",NA,"محافظة موسكو",NA,"Մոսկվայի մարզ",NA,"Moskva vilayəti","Мәскәү өлкәһе","Moskuko oblasta","Маскоўская вобласць","Moskovska oblast","Московска област","Província de Moscou","Москван область","莫斯科州","Мускав облаçĕ","Moskovska oblast","Moskevská oblast","Moskva oblast","Oblast Moskou","Моско вел","Московонь ёнкс","Moskva provinco","Moskva oblast","Moskovan alue","Oblast de Moscou",NA,NA,"მოსკოვის ოლქი","Oblast Moskau",NA,"Περιφέρεια Μόσχας","Mo̍k-sṳ̂-khô-chû","מחוז מוסקבה",NA,"Moszkvai terület",NA,"Oblast Moskwa","Cúige Mhoscó","Oblast di Mosca","モスクワ州","Мэзкуу област","Москова төгәлң",NA,NA,"Мӧскуа обласьт","모스크바 주","Regio Moscuensis","Maskavas apgabals","Maskvos sritis",NA,NA,"Московска област","Wilayah Moscow","मॉस्को ओब्लास्त","Москва муж","Moskva oblast","Moskva oblast","Moskva oblast","Мæскуыйы облæст","Moscow Oblast","استان مسکو","Obwód moskiewski","Oblast de Moscou","Regiunea Moscova","Московская область","Москва уобалаһа","Moscow Oblast","Московска област","Moskovska oblast","Moskovská oblasť","Moskovska oblast","Óblast de Moscú",NA,"Moskva oblast","Moscow Oblast",NA,"Мәскәү өлкәсе",NA,"Moskova Oblastı",NA,"Московська область","ماسکو اوبلاست",NA,"Moskva viloyati",NA,"Moskva (tỉnh)","Moscow Oblast","Oblast Moscfa","ماسکو اوبلاست","Маскоўская вобласьць","Москвагай можо",NA,"Moscow_Oblast"
"Oblast Murmansk","Moermansk-oblast",NA,"أوبلاست مورمانسك",NA,"Մուրմանսկի մարզ",NA,"Murmansk vilayəti",NA,"Murmansk oblasta","Мурманская вобласць","Murmanska oblast","Мурманска област","Província de Múrmansk","Мурманскан область","摩爾曼斯克州","Мурманск облаçĕ","Murmanska oblast","Murmanská oblast","Murmansk oblast","Oblast Moermansk","Мурманск вел","Мурманонь ёнкс","Murmanska provinco","Murmanski oblast","Murmanskin alue","Oblast de Mourmansk",NA,"Rexión de Múrmansk","მურმანსკის ოლქი","Oblast Murmansk",NA,"Περιφέρεια Μούρμανσκ","Murmansk-chû","מחוז מורמנסק","मूरमान्स्क ओब्लास्त","Murmanszki terület",NA,"Oblast Murmansk","Cúige Mhurmansk","Oblast di Murmansk","ムルマンスク州","Мурманск област","Мурмана төгәлң",NA,NA,"Мурманск обласьт","무르만스크 주","Regio Murmanica","Murmanskas apgabals","Murmansko sritis",NA,NA,"Мурманска област","Wilayah Murmansk","मुर्मान्स्क ओब्लास्त","Мурманск муж","Murmansk oblast","Murmansk oblast","Murmansk oblast","Мурмансчы облæст","Murmansk Oblast","استان مورمانسک","Obwód murmański","Oblast de Murmansk","Regiunea Murmansk","Мурманская область","Мурманскай уобалас","Murmansk Oblast","Мурманска област","Murmanska oblast","Murmanská oblasť","Murmanska oblast","Óblast de Múrmansk",NA,"Murmansk oblast","Murmansk Oblast",NA,"Мурманск өлкәсе",NA,"Murmansk Oblastı",NA,"Мурманська область","مورمانسک اوبلاست",NA,"Murmansk viloyati","Murmanskan agj","Murmansk (tỉnh)","Murmansk Oblast","Oblast Murmansk","مرمانسک","Мурманская вобласьць",NA,NA,"Murmansk_Oblast"
"Oblast Nizhny Novgorod","Nizjni Nowgorod-oblast",NA,"نيجني نوفغورود أوبلاست",NA,"Նիժնի Նովգորոդի մարզ",NA,"Nijeqorod vilayəti",NA,"Nizhni Novgorod oblasta","Ніжагародская вобласць","Nižnjenovgorodska oblast","Нижегородска област","Província de Nijni Nóvgorod","Нижни Новгородан область","下诺夫哥罗德州","Чулхула облаçĕ","Nižnjenovgorodska oblast","Nižněnovgorodská oblast","Nisjnij Novgorod oblast","Oblast Nizjni Novgorod","Угарман вел","Алоошонь ёнкс","Niĵnij-Novgoroda provinco","Nižni Novgorodi oblast","Nižni Novgorodin alue","Oblast de Nijni Novgorod",NA,NA,"ნიჟნი-ნოვგოროდის ოლქი","Oblast Nischni Nowgorod",NA,"Περιφέρεια Νίζνι Νόβγκοροντ","Nizhny Novgorod-chû","מחוז ניזני נובגורוד",NA,"Nyizsnyij Novgorod-i terület",NA,"Oblast Nizhny Novgorod","Cúige Nizhny Novgorod","Oblast di Nižnij Novgorod","ニジニ・ノヴゴロド州",NA,"Нижегорода төгәлң",NA,NA,"Макаръя обласьт","니즈니노브고로드 주",NA,"Ņižņijnovgorodas apgabals","Žemutinio Naugardo sritis",NA,NA,"Нижегородска област","Wilayah Nizhny Novgorod","निज्नी नॉवगोरोद ओब्लास्त","Нижегород муж","Nizjnij Novgorod oblast","Nizjnij Novgorod oblast","Nizjegorod oblast","Дæллаг Новгороды облæст","Nizhny Novgorod Oblast","استان نیژنی نووگورود","Obwód niżnonowogrodzki","Oblast de Níjni Novgorod","Regiunea Nijni Novgorod","Нижегородская область","Нижнэй Новгород уобалаһа","Nizhny Novgorod Oblast","Нижегородска област","Nižnjenovgorodska oblast","Nižnonovgorodská oblasť","Niženovgorodska oblast","Óblast de Nizhni Nóvgorod",NA,"Nizjnij Novgorod oblast","Nizhny Novgorod Oblast",NA,"Түбән Новгород өлкәсе",NA,"Nijniy Novgorod Oblastı","Нижний Новгород улос","Нижньогородська область","نزہنی نووگورود اوبلاست",NA,"Nijegorod viloyati",NA,"Nizhny Novgorod (tỉnh)","Nizhny Novgorod Oblast","Oblast Nizhny Novgorod","نزنی نوواگراڈ","Ніжагародзкая вобласьць",NA,NA,"Nizhny_Novgorod_Oblast"
"Oblast Novgorod","Nowgorod-oblast",NA,"نوفغورود أوبلاست",NA,"Նովգորոդի մարզ",NA,"Novqorod vilayəti","Новгород өлкәһе","Novgorod oblasta","Наўгародская вобласць","Novgorodska oblast","Новгородска област","Província de Nóvgorod","Новгородан область","諾夫哥羅德州",NA,"Novgorodska oblast","Novgorodská oblast","Novgorod oblast","Oblast Novgorod","Новгород вел",NA,"Novgoroda provinco","Novgorodi oblast","Novgorodin alue","Oblast de Novgorod",NA,NA,"ნოვგოროდის ოლქი","Oblast Nowgorod",NA,"Περιφέρεια Νόβγκοροντ",NA,"מחוז נובגורוד",NA,NA,NA,"Oblast Novgorod","Cúige Novgorod","Oblast di Novgorod","ノヴゴロド州","Новгород област","Новгорода төгәлң",NA,NA,"Вылькар обласьт","노브고로드 주",NA,"Novgorodas apgabals","Novgorodo sritis",NA,NA,"Новгородска област","Wilayah Novgorod","नॉवगोरोद ओब्लास्त",NA,"Novgorod oblast","Novgorod oblast","Novgorod oblast","Новгороды облæст","Novgorod Oblast","استان نووگورود","Obwód nowogrodzki","Oblast de Novgorod","Regiunea Novgorod","Новгородская область","Новгород уобалаһа","Novgorod Oblast","Новгородска област","Novgorodska oblast","Novgorodská oblasť","Novgorodska oblast","Óblast de Nóvgorod",NA,"Novgorod oblast","Novgorod Oblast",NA,"Новгород өлкәсе",NA,"Novgorod Oblastı",NA,"Новгородська область","نووگورود اوبلاست",NA,"Novgorod viloyati",NA,"Novgorod (tỉnh)","Novgorod Oblast","Oblast Novgorod","نوواگراڈ","Наўгародзкая вобласьць",NA,NA,"Novgorod_Oblast"
"Oblast Novosibirsk","Nowosibirsk-oblast",NA,"نوفوسيبيرسك أوبلاست",NA,"Նովոսիբիրսկի մարզ",NA,"Novosibirsk vilayəti",NA,"Novosibirsk oblasta","Новасібірская вобласць","Novosibirska oblast","Новосибирска област","Província de Novossibirsk","Новосибирскан область","新西伯利亚州","Çĕн Çĕпĕр облаçĕ","Novosibirska oblast","Novosibirská oblast","Novosibirsk oblast","Oblast Novosibirsk","Новосибирск вел","Одсибирень ёнкс","Novosibirska provinco","Novosibirski oblast","Novosibirskin alue","Oblast de Novossibirsk",NA,NA,"ნოვოსიბირსკის ოლქი","Oblast Nowosibirsk",NA,"Περιφέρεια Νοβοσιμπίρσκ",NA,"מחוז נובוסיבירסק",NA,"Novoszibirszki terület",NA,"Oblast Novosibirsk","Cúige Novosibirsk","Oblast di Novosibirsk","ノヴォシビルスク州",NA,"Шинсиврин төгәлң",NA,"Новосібір облысы","Новосибирск обласьт","노보시비르스크 주",NA,"Novosibirskas apgabals","Novosibirsko sritis",NA,NA,"Новосибирска област","Wilayah Novosibirsk","नोवोसिबिर्स्क ओब्लास्त",NA,"Novosibirsk oblast","Novosibirsk oblast","Novosibirsk oblast","Новосибирсчы облæст","Novosibirsk Oblast","استان نووسیبیرسک","Obwód nowosybirski","Oblast de Novosibirsk","Regiunea Novosibirsk","Новосибирская область","Новосибирскай уобалас","Novosibirsk Oblast","Новосибирска област","Novosibirska oblast","Novosibirská oblasť","Novosibirska oblast","Óblast de Novosibirsk",NA,"Novosibirsk oblast","Novosibirsk Oblast",NA,"Новосибирск өлкәсе","โนโวซีบีสค์โอบลาสต์","Novosibirsk Oblastı","Новосибирск улос","Новосибірська область","نووسیبرسک اوبلاست",NA,"Novosibirsk viloyati",NA,"Novosibirsk (tỉnh)","Novosibirsk Oblast","Oblast Novosibirsk","نووسیبیرسک اوبلاست","Новасыбірская вобласьць","Новосибирск можо",NA,"Novosibirsk_Oblast"
"Oblast Omsk","Omsk-oblast",NA,"أوبلاست أومسك",NA,"Օմսկի մարզ",NA,"Omsk vilayəti","Омск өлкәһе","Omsk oblasta","Омская вобласць","Omska oblast","Омска област","Província dOmsk","Омскан область","鄂木斯克州","Омск облаçĕ","Omska oblast","Omská oblast","Omsk oblast","Oblast Omsk","Омск вел",NA,"Omska provinco","Omski oblast","Omskin alue","Oblast dOmsk",NA,NA,"ომსკის ოლქი","Oblast Omsk",NA,"Περιφέρεια Ομσκ","Omsk-chû","מחוז אומסק",NA,"Omszki terület",NA,"Oblast Omsk","Cúige Omsk","Oblast di Omsk","オムスク州",NA,"Омин төгәлң",NA,"Омбы облысы","Омск обласьт","옴스크 주",NA,"Omskas apgabals","Omsko sritis",NA,NA,"Омска област","Wilayah Omsk","ओम्स्क ओब्लास्त",NA,"Omsk oblast","Omsk oblast","Omsk oblast","Омсчы облæст","Omsk Oblast","استان اومسک","Obwód omski","Oblast de Omsk","Regiunea Omsk","Омская область","Омскай уобалас","Omsk Oblast","Омска област","Omska oblast","Omská oblasť","Omska oblast","Óblast de Omsk",NA,"Omsk oblast","Omsk Oblast",NA,"Омск өлкәсе",NA,"Omsk Oblastı","Омск улос","Омська область","اومسک اوبلاست",NA,"Omsk viloyati",NA,"Omsk (tỉnh)","Omsk Oblast","Oblast Omsk","صوبہ اومسک","Омская вобласьць",NA,NA,"Omsk_Oblast"
